hours_studied,previous_grade,parental_support,attendance,extracurricular,family_income,class_participation,homework_completion,sleep_hours,final_grade
13,86,0,98,0,90604,0,54,5,83
4,86,1,98,1,95509,1,19,23,57
13,41,0,50,1,70425,0,45,16,67
12,87,1,95,1,110874,0,54,12,98
3,90,0,95,0,174188,1,21,18,42
13,62,1,90,1,84170,0,48,17,57
13,62,1,70,1,140661,0,25,22,87
10,33,0,52,1,65087,1,34,6,94
11,93,1,65,1,160498,1,94,8,95
1,73,1,63,1,103024,0,23,16,89
3,49,1,59,1,72514,0,90,8,95
5,39,1,93,1,161642,1,70,13,90
6,85,1,72,1,106352,1,72,17,67
10,78,0,98,1,124989,1,52,21,49
9,66,0,80,1,169790,0,15,7,54
13,67,1,66,0,155911,0,29,13,72
2,89,0,45,1,74692,0,29,6,65
13,71,0,62,0,139217,0,90,9,43
8,91,1,59,0,150036,1,55,22,69
13,81,1,44,0,55825,1,15,6,46
12,87,1,85,0,189744,0,35,14,64
7,99,1,83,0,171307,1,63,7,66
10,72,0,89,1,76239,0,86,22,92
9,94,1,71,1,112161,1,32,16,58
3,86,0,72,1,118111,1,9,21,64
12,56,0,93,0,66584,1,1,8,98
7,49,1,42,1,176339,0,54,12,49
6,83,1,48,1,103532,0,35,18,41
7,88,0,50,0,144851,1,64,16,97
10,96,1,50,0,144062,0,59,13,92
5,61,0,51,1,176189,0,68,13,42
12,46,1,86,0,73255,1,6,10,61
10,75,1,92,0,169124,0,80,22,45
3,49,1,54,0,171498,1,33,15,78
3,65,1,67,0,184443,0,4,23,94
3,77,0,71,0,195389,0,61,11,72
8,78,0,73,1,186796,0,45,17,81
1,80,0,47,0,150625,1,56,12,56
11,84,1,62,1,133371,1,41,16,99
7,68,0,60,1,179004,0,89,13,96
8,55,1,50,0,189308,0,61,8,75
10,91,1,91,0,54513,1,62,13,89
11,95,0,93,0,173164,0,21,22,70
9,62,0,61,0,90967,1,70,19,72
8,39,1,97,0,162737,1,21,10,78
13,65,0,42,1,95853,1,83,7,82
12,78,1,45,1,112020,0,72,16,52
7,49,1,81,0,159156,0,44,8,70
9,46,1,91,0,79548,1,89,14,89
2,57,1,94,0,193429,0,35,12,82
8,76,0,75,0,82377,1,25,22,56
13,85,1,49,0,115431,1,87,22,67
5,36,0,64,0,80409,1,43,11,68
7,33,1,79,1,53885,1,43,6,43
11,30,1,82,0,98064,1,31,17,69
11,73,1,61,1,174421,1,14,18,54
1,78,1,80,1,58960,1,17,5,87
2,71,0,86,1,189485,0,66,21,57
10,71,1,92,1,53257,1,67,21,59
5,80,1,45,0,98014,0,34,12,43
7,64,0,64,0,130439,0,24,11,99
6,77,0,70,1,177687,0,21,19,87
8,50,1,99,0,135057,0,3,20,97
1,75,1,77,1,77067,0,3,20,41
7,84,0,86,1,153625,0,38,9,68
1,68,0,99,1,199017,0,56,5,62
2,62,0,90,1,115484,1,55,13,74
3,98,1,54,0,82297,0,83,19,63
3,71,1,67,1,128982,1,42,13,58
2,80,0,42,1,140113,1,5,6,46
6,44,0,62,1,157207,0,83,13,85
3,52,1,58,1,166817,0,20,23,63
5,30,0,95,0,177789,1,92,22,44
10,38,1,59,0,171978,1,34,6,90
12,44,1,55,0,111572,1,34,19,59
9,80,1,55,1,157824,0,16,6,95
13,32,1,81,1,147902,0,74,11,84
12,98,1,48,0,164411,1,79,8,51
6,79,1,84,0,160777,1,77,21,76
10,42,1,68,0,164684,0,55,21,96
8,75,1,65,1,60276,0,62,7,65
2,98,0,94,1,96150,0,55,5,52
1,86,0,69,0,172387,0,34,16,98
9,90,1,87,0,56566,1,41,23,45
3,65,0,92,1,186290,0,70,20,88
10,64,0,61,0,126600,0,2,6,41
2,77,1,59,0,177658,0,32,8,56
4,96,0,68,1,58601,1,20,8,96
7,98,1,81,1,110932,0,0,18,40
10,60,0,58,0,52832,1,20,13,88
9,51,1,71,0,142200,1,14,12,73
3,41,0,94,0,137919,0,70,15,48
5,83,0,57,0,142664,1,69,11,80
5,71,1,84,1,197343,0,19,21,69
4,49,0,86,1,148019,1,81,12,58
5,80,1,69,1,107347,1,50,9,58
1,86,0,54,0,176642,0,53,20,81
9,93,1,89,1,188395,1,7,10,53
9,97,0,79,1,109128,1,51,20,98
2,69,1,60,0,178274,1,93,17,75
10,81,1,71,1,62807,1,73,19,97
3,80,1,81,0,170298,0,84,16,71
9,61,0,47,1,134381,1,51,15,88
12,61,0,79,1,79082,0,46,17,47
11,63,0,95,0,191563,0,23,16,97
1,44,0,48,0,165900,0,0,21,42
3,70,0,66,1,118658,0,61,17,85
5,68,0,87,1,130003,1,33,7,72
3,46,1,46,0,80303,0,24,23,81
7,65,0,41,0,113019,0,23,15,87
11,33,0,93,0,103237,0,33,17,90
10,82,0,87,0,154203,0,22,6,45
4,49,0,86,1,69038,1,15,9,66
4,71,1,68,1,86055,1,57,8,75
5,82,1,77,1,92649,1,1,6,46
3,72,1,89,0,62097,0,80,21,44
10,40,1,57,0,138138,0,39,14,83
11,79,0,47,1,93462,1,45,6,72
1,86,0,46,1,188670,0,57,22,94
4,46,0,92,0,75071,1,94,18,54
1,41,1,56,0,74750,1,15,19,94
9,46,0,91,0,189595,0,79,21,92
9,69,1,91,1,134943,1,66,10,89
11,87,1,52,0,184959,0,53,21,97
2,91,1,81,1,58814,0,88,22,50
2,83,0,48,1,103828,1,96,9,86
8,84,0,48,1,103658,1,12,9,57
6,96,0,81,0,62711,0,56,7,77
7,82,1,44,1,152348,1,48,23,80
11,34,1,74,0,160575,1,27,5,58
2,88,0,85,1,190267,0,97,18,62
1,36,0,55,1,55587,1,66,14,55
6,30,0,70,1,77038,1,91,10,91
10,73,1,78,0,56948,1,23,5,61
9,65,1,64,0,104275,0,70,8,54
10,74,0,84,1,140640,1,57,8,95
7,85,0,60,1,133818,1,75,14,41
8,79,1,91,1,133527,0,22,7,68
5,67,1,66,0,133279,0,29,13,73
7,58,1,64,0,125513,1,38,14,41
8,70,1,64,0,143221,0,73,9,70
7,44,0,82,1,188801,0,54,6,95
4,51,0,95,0,109068,0,27,23,43
13,38,1,59,0,172521,0,36,17,81
5,67,1,73,0,54996,0,5,8,70
11,58,1,77,1,115410,0,97,20,85
7,36,0,79,1,160303,0,0,20,43
7,51,0,50,0,111659,0,98,5,79
1,60,1,69,0,108758,1,65,21,40
1,54,1,84,1,122458,0,74,15,74
13,67,1,78,0,116869,1,39,15,81
6,95,1,91,0,77057,0,35,8,44
1,86,0,47,1,59238,0,46,19,77
9,72,0,64,1,112736,1,93,19,56
4,95,0,46,0,156074,0,10,23,82
8,68,0,45,0,168670,0,42,16,68
7,48,1,84,0,75222,0,51,10,58
3,95,1,83,0,131164,1,54,21,85
10,46,0,98,1,81512,1,32,5,83
7,35,0,91,1,87378,0,15,6,44
8,35,1,62,1,60865,1,86,6,56
13,43,1,42,1,172501,1,57,10,41
10,64,0,97,0,153334,0,67,19,97
2,31,0,65,1,109267,0,74,8,60
4,48,1,49,1,125573,0,1,19,88
7,52,1,71,1,198075,1,38,10,46
10,55,0,48,0,191232,0,94,19,68
12,93,1,94,1,169503,1,23,10,49
13,59,0,74,1,167522,0,0,22,66
8,35,0,61,0,148363,0,9,17,59
13,69,0,90,0,184874,1,49,20,55
11,42,0,66,0,112951,1,51,23,69
4,95,1,46,1,87877,1,52,9,43
3,34,1,66,1,103615,1,20,16,66
13,82,0,81,1,113290,1,73,6,63
1,79,1,62,0,129137,1,49,14,78
11,62,1,70,1,113303,1,14,21,86
2,69,1,48,1,106796,0,8,12,43
4,88,0,84,0,72909,1,94,7,86
10,47,1,98,0,81823,1,35,16,89
1,97,1,96,1,119887,1,45,22,63
10,83,0,72,1,187295,0,49,7,61
5,72,1,50,1,160503,1,44,22,73
2,61,0,40,0,92714,0,28,12,68
4,91,1,52,1,193105,0,17,10,79
6,83,0,69,1,88464,0,20,10,77
6,85,0,49,1,125047,0,63,6,63
7,76,1,64,0,86845,1,4,10,44
7,35,1,69,0,143495,1,48,16,54
13,47,0,84,0,115221,0,62,23,61
8,93,1,42,0,60832,1,79,18,55
8,43,0,89,0,152349,0,3,11,52
12,80,0,96,0,133936,0,37,9,79
13,71,0,53,0,148790,0,90,18,50
12,86,0,79,1,181994,1,85,13,51
4,95,1,68,0,65210,0,36,11,59
8,45,0,70,0,103000,1,94,6,47
1,72,1,66,0,55151,1,16,23,47
5,96,0,70,0,104878,1,25,16,46
12,52,1,43,0,169220,1,46,16,65
7,77,0,62,0,87978,1,42,9,70
2,50,0,92,1,134680,0,59,6,58
2,74,0,65,0,96510,1,80,15,57
7,76,1,91,1,198647,1,57,19,77
2,81,1,75,0,164994,0,98,22,61
12,87,1,86,1,155301,0,94,11,59
5,40,0,89,0,177878,0,49,16,75
6,46,1,88,1,116431,0,46,8,66
3,58,1,71,0,165776,1,79,12,63
10,69,0,46,0,100827,0,40,9,91
5,96,0,63,1,76993,0,2,20,61
10,44,1,86,0,95616,1,85,19,82
2,50,0,85,0,80829,1,93,21,76
9,84,1,93,0,139836,1,75,21,68
3,53,0,43,0,96148,1,13,13,84
11,73,1,56,1,150202,0,66,13,78
4,71,0,81,1,195734,0,51,9,95
10,52,1,53,0,157219,1,5,23,59
3,76,0,86,0,189044,0,19,7,48
7,95,1,77,0,129564,1,90,18,79
11,85,1,70,0,168717,1,39,16,82
1,40,0,92,1,125946,1,72,7,72
3,47,1,99,0,75395,0,17,8,47
12,71,1,46,0,72013,0,68,16,62
10,72,0,59,1,148500,0,60,12,45
5,77,1,55,0,195644,1,70,23,57
7,71,1,62,1,152958,1,24,23,57
10,35,1,40,0,166378,1,71,19,60
3,71,1,62,0,66408,0,16,8,83
6,62,1,40,0,195935,0,23,10,92
8,56,0,66,1,54276,1,16,6,96
9,98,0,93,0,184259,1,87,14,75
6,89,1,40,0,183024,0,34,5,90
10,77,1,87,1,85925,1,7,10,47
11,50,1,74,1,139683,1,34,20,95
7,40,1,53,0,196382,1,71,12,77
7,90,0,44,1,74133,0,49,21,73
4,64,0,90,0,110092,0,75,11,83
2,59,1,43,0,158313,1,35,23,64
9,78,0,60,0,177435,0,37,11,79
10,73,1,75,0,87074,0,9,16,85
6,75,0,42,0,197032,0,92,20,98
9,63,1,95,0,148210,0,90,5,88
7,43,1,63,1,75043,0,70,17,74
11,52,0,91,0,161833,1,19,6,95
5,95,0,50,1,186277,0,27,18,81
4,41,1,46,0,174394,1,78,10,67
1,70,0,75,0,113415,1,62,20,76
4,82,1,62,0,160371,0,63,5,79
12,61,1,47,0,55390,1,11,16,94
12,87,1,80,0,163432,1,49,16,46
12,56,1,81,1,161491,0,78,6,52
13,37,0,59,1,145416,1,73,20,97
6,73,1,83,0,128042,0,56,7,96
2,98,0,60,0,114552,1,0,23,90
1,98,0,73,0,115638,0,63,22,89
3,99,1,74,0,67874,1,64,14,49
8,75,0,54,1,130794,0,65,7,52
13,68,1,56,1,145087,0,91,19,45
7,86,1,65,1,122877,1,10,10,56
12,98,1,44,1,172817,0,8,5,98
5,35,0,49,0,137636,1,47,11,93
9,86,0,84,1,100225,1,66,8,44
7,42,1,53,0,158625,1,50,6,56
12,48,1,94,1,115990,0,15,19,61
4,65,0,62,0,73267,1,30,13,85
3,79,0,65,1,64207,0,85,18,45
13,56,1,70,1,141898,0,40,13,58
8,69,0,84,1,195748,0,31,11,69
6,86,0,69,0,87541,0,79,18,67
10,80,0,67,0,172664,0,53,9,88
10,43,1,64,1,162215,1,82,14,52
7,95,0,86,1,136661,1,83,6,65
6,64,0,54,1,144910,1,8,6,52
2,36,1,54,1,177024,0,89,17,88
7,33,1,54,0,137756,0,61,8,92
2,63,1,91,0,142623,1,80,20,54
5,80,1,65,0,58912,0,93,13,89
3,73,0,40,1,149879,0,68,22,95
6,40,1,79,1,101373,0,40,5,67
8,93,1,51,1,63807,1,16,13,41
1,55,0,57,1,134190,1,42,17,41
6,63,1,64,0,137608,1,30,19,81
7,33,0,74,0,106169,0,3,13,99
9,36,1,46,1,69754,1,11,13,89
5,49,0,86,0,132372,0,86,21,85
10,99,1,71,1,132328,1,85,11,76
2,62,1,93,1,66112,0,25,7,80
12,67,0,42,1,178532,0,55,17,96
3,52,0,62,1,118963,0,52,15,68
13,88,1,91,0,158437,0,19,13,50
10,78,0,43,0,114308,0,63,18,69
10,98,1,48,1,173758,1,27,13,47
5,97,0,89,1,72086,1,87,16,57
11,46,1,96,1,96454,0,67,22,94
9,88,0,59,0,169277,1,57,7,90
8,97,0,81,0,180164,1,91,17,85
8,50,0,94,1,85055,0,16,9,47
7,60,0,46,0,162650,1,93,17,91
11,53,0,52,0,167523,0,70,14,58
2,31,1,59,0,182269,1,16,23,85
1,43,0,63,0,166453,1,14,21,80
11,93,0,66,1,159599,1,54,17,58
8,54,1,98,1,136134,1,92,23,51
7,96,1,81,0,83934,1,68,14,48
1,82,0,64,1,185358,1,70,13,45
3,32,1,70,0,73260,1,39,9,66
5,81,0,55,1,138427,0,25,12,82
1,69,1,59,0,137913,1,38,23,43
3,85,1,92,1,152518,0,18,16,71
1,91,1,87,1,179411,1,81,5,71
6,91,1,65,0,121065,0,98,21,90
6,91,1,89,1,166471,0,47,6,52
8,77,0,48,1,147124,1,68,22,45
1,60,1,53,1,144242,0,92,9,46
3,77,1,98,1,182794,1,39,14,45
9,56,0,82,1,133079,0,74,8,45
5,56,0,64,1,139227,1,39,6,61
9,70,1,65,0,79774,0,54,6,65
11,53,0,76,0,195103,1,91,23,43
11,44,1,89,1,174109,1,26,12,64
4,99,0,66,1,87096,1,32,13,43
5,66,1,60,0,164183,0,72,14,63
11,75,0,59,1,136604,0,85,10,84
1,71,1,81,1,93946,0,22,22,77
5,70,1,91,0,110383,0,65,20,85
6,68,1,87,0,187975,0,37,21,61
9,51,1,44,0,100192,0,70,8,73
8,30,0,48,1,152328,1,66,15,48
6,75,1,61,0,112952,0,64,5,90
2,37,0,92,1,64356,0,6,16,55
3,44,1,59,1,189660,0,83,9,49
2,30,1,54,0,108452,1,75,5,48
1,42,0,69,0,157635,0,31,6,74
12,86,0,79,0,108428,0,83,9,84
1,50,0,99,1,101433,0,79,22,49
9,53,1,66,0,75107,0,54,22,55
9,61,1,94,0,55179,1,25,7,49
10,60,0,43,1,71856,1,3,21,67
12,98,1,85,1,150419,1,9,23,95
1,41,0,71,1,77587,1,35,5,68
1,30,1,97,0,180445,1,27,13,47
12,50,0,84,0,137464,0,53,16,58
2,86,1,47,1,52224,1,2,11,78
11,74,0,78,0,149450,0,49,13,96
3,57,1,84,1,71740,0,68,19,56
11,86,1,58,1,85010,1,29,19,99
6,97,0,79,0,73268,1,46,6,94
8,89,0,48,0,183436,1,20,23,70
2,75,1,72,1,77084,0,9,13,99
12,36,1,92,0,81833,1,4,23,80
2,47,0,77,1,88252,0,0,12,85
9,80,1,81,1,151007,1,19,21,40
1,72,0,77,1,198499,1,32,20,85
13,61,0,43,1,117368,1,76,15,89
10,60,1,69,0,113279,1,94,18,49
10,83,0,72,1,181079,0,31,23,52
7,38,0,90,0,80739,1,18,20,80
7,37,1,45,1,122705,0,74,23,69
2,73,0,92,0,118800,0,47,18,67
13,73,0,51,0,72188,0,69,12,93
13,44,0,98,1,153204,0,97,16,94
2,60,0,77,0,119613,0,65,22,82
4,92,0,76,1,92700,1,15,7,83
5,51,1,78,1,95718,1,35,22,51
5,40,0,79,1,65204,1,42,16,90
2,64,1,58,1,148863,1,41,8,74
8,81,0,65,1,82054,1,4,14,79
12,80,1,53,1,80754,1,96,18,77
7,55,1,87,0,180235,1,2,21,63
9,95,1,76,1,77776,0,55,20,62
6,68,1,59,1,173586,1,2,16,61
3,39,1,57,1,136355,0,82,12,68
3,34,1,57,1,80075,1,44,16,77
1,41,0,77,0,126023,0,75,16,71
12,43,0,68,0,154219,1,48,20,67
7,44,0,76,1,114436,1,42,5,60
3,31,0,77,1,194897,1,62,21,66
12,87,1,49,0,173382,0,30,12,40
2,32,1,54,0,68961,1,59,6,80
6,82,0,52,0,115446,1,51,9,92
7,50,0,77,1,151301,0,69,16,99
3,43,0,63,0,178473,0,51,13,67
9,81,0,94,0,164408,1,27,23,94
7,41,1,53,0,54995,0,17,19,72
5,79,1,49,0,64033,0,30,19,67
9,38,1,69,1,174054,1,31,21,53
4,41,0,68,1,156577,0,15,15,75
6,60,1,77,0,121501,0,72,9,44
4,61,0,54,0,111352,1,52,21,59
11,45,1,96,0,52309,1,61,10,73
8,64,1,54,0,74869,0,39,22,75
9,91,1,74,0,104519,0,77,23,88
2,94,0,65,0,74823,0,47,18,89
8,86,0,72,0,178760,0,82,18,45
4,36,0,79,1,155328,0,18,11,74
13,70,0,87,1,138465,1,36,21,78
2,89,1,79,0,133861,0,41,18,96
12,65,1,59,1,79606,0,64,11,96
12,69,0,82,1,65044,0,59,10,88
12,32,0,81,0,89525,1,35,7,79
12,60,1,65,1,149805,0,17,18,67
2,55,0,89,1,178695,0,65,7,89
9,67,1,48,1,61030,1,31,12,87
5,88,1,75,1,194974,1,74,10,95
10,96,0,67,0,98214,1,53,15,59
11,70,1,90,1,178017,0,61,18,45
6,73,0,86,1,77490,0,36,17,72
7,77,1,57,0,110881,0,51,13,68
1,69,0,93,1,70589,1,93,8,85
3,59,0,85,0,166350,1,17,18,90
3,59,1,51,1,138801,1,27,13,95
6,76,0,51,0,69831,1,56,8,54
1,34,1,83,0,156817,1,50,7,78
1,49,1,94,0,58655,1,40,19,41
10,91,0,46,0,190318,0,57,18,88
4,40,0,43,1,108034,1,62,8,98
13,44,1,50,1,103130,1,55,19,41
5,98,1,49,1,114999,0,11,13,97
4,58,1,96,1,161745,0,78,8,47
6,63,1,58,0,94390,1,45,23,98
8,57,0,59,1,71129,1,45,16,90
11,95,0,70,1,132419,0,59,10,53
8,85,0,82,1,113779,0,51,21,57
13,56,1,74,0,118095,0,49,14,67
13,93,1,74,0,80250,0,58,7,82
2,95,1,82,0,62472,1,92,9,50
12,69,1,54,0,72457,1,61,5,57
12,86,0,41,0,61940,0,66,19,52
7,77,1,71,0,96715,0,61,12,74
9,88,0,73,1,188503,0,16,5,87
11,56,1,44,1,62795,1,62,7,45
8,70,0,99,0,168665,0,54,23,69
12,61,0,90,0,93033,0,78,15,89
5,53,0,94,1,179802,1,6,11,56
7,53,0,62,1,192796,0,70,8,62
13,38,0,73,1,52796,0,93,13,70
9,37,1,75,1,59702,1,28,11,57
3,34,0,49,1,71798,1,2,7,65
11,71,1,80,1,192723,0,30,16,83
13,50,1,86,1,101393,1,60,17,72
11,80,0,99,1,102273,0,73,9,48
6,94,1,58,1,124102,1,49,7,91
7,56,0,49,0,188211,0,38,23,68
12,94,1,55,1,92672,1,12,20,81
13,74,1,95,1,59237,1,23,22,47
1,36,0,53,1,172770,1,48,7,53
7,90,0,60,0,184303,0,5,13,66
9,48,1,83,0,89989,0,62,11,45
2,89,0,54,1,108341,1,6,20,63
6,86,0,75,0,145936,0,98,6,55
5,54,1,96,1,82744,1,33,13,55
9,93,1,75,1,76557,0,63,20,81
7,67,1,57,1,56759,1,21,7,70
1,55,1,61,1,93503,0,12,9,68
5,61,0,66,0,142866,0,73,20,45
7,93,0,96,1,123646,1,11,8,53
2,82,1,49,1,149372,0,77,9,92
6,73,0,98,1,109031,0,19,20,57
2,65,0,97,1,152499,0,35,16,88
3,93,0,52,0,197130,1,94,15,66
12,81,1,43,0,70497,1,11,17,49
8,49,0,92,1,110764,0,85,5,91
4,59,0,88,0,122845,0,40,16,63
5,34,0,77,1,124566,0,61,22,92
8,83,0,77,1,88660,1,35,19,67
7,74,1,71,0,67814,1,26,16,64
1,77,1,55,1,59349,0,86,19,89
12,72,1,71,0,62983,1,60,20,87
11,46,0,80,1,109301,1,51,6,92
8,87,0,51,1,52061,0,92,23,69
2,54,1,60,1,90881,1,57,16,54
6,50,0,77,1,117447,1,71,12,46
5,36,1,54,1,121765,0,56,5,65
12,57,0,84,0,101923,1,6,17,74
2,32,0,60,1,74289,1,0,20,90
7,98,1,80,0,83033,1,60,14,90
9,53,1,41,0,134900,1,95,8,51
12,43,0,97,0,170112,1,18,11,96
13,35,0,62,0,112618,1,31,17,82
1,68,0,77,1,64662,0,10,23,54
9,61,1,90,1,164758,0,27,21,67
5,39,1,84,1,184410,1,21,9,46
8,60,0,40,0,132718,1,24,5,59
6,72,0,66,1,177572,1,88,21,41
11,96,0,87,1,147111,1,20,7,63
4,45,1,81,1,127464,1,40,9,81
8,46,0,44,0,108877,1,18,23,42
5,88,1,76,0,75707,1,6,20,64
13,39,0,51,0,179222,1,83,14,58
3,66,0,50,1,110707,0,37,5,68
5,62,1,71,1,127018,0,45,16,58
2,55,0,77,0,146052,0,1,6,84
4,45,0,72,0,157585,1,73,5,79
9,82,0,64,0,83707,1,60,12,61
5,97,0,73,0,148497,1,69,6,92
2,73,0,97,1,77441,1,73,14,72
2,55,0,91,0,158460,0,15,16,41
2,93,1,94,0,128299,1,23,15,67
13,78,1,88,0,178824,0,32,14,94
13,74,0,89,0,160855,1,94,10,58
7,66,1,80,1,168772,1,66,18,56
7,44,0,89,1,133084,1,69,18,85
1,42,0,90,1,57077,1,58,13,80
11,89,1,78,0,54786,1,24,23,72
12,96,1,40,0,179954,1,62,6,84
11,93,0,93,1,121770,1,55,9,83
8,61,1,47,0,156074,1,51,16,91
2,61,1,82,1,161809,1,21,17,92
4,40,0,72,0,106758,1,81,16,77
4,47,1,50,1,126769,0,26,13,47
12,33,0,89,0,131082,0,25,20,88
8,50,1,75,1,59382,0,15,22,91
10,35,1,75,0,167439,1,1,11,45
11,60,1,61,0,197715,1,55,8,42
12,49,0,73,1,199399,0,79,17,69
2,43,1,84,0,100008,0,37,7,62
4,61,1,53,1,72709,1,70,22,49
3,72,1,97,1,96509,1,81,18,54
7,60,1,58,0,165218,0,12,6,67
7,64,0,89,1,164913,0,77,17,91
4,53,1,41,1,166887,0,3,19,80
3,88,0,95,0,152967,1,87,7,84
9,79,1,92,0,102390,0,44,10,43
3,71,1,98,1,73375,1,15,20,70
2,84,0,93,0,72570,1,15,11,67
6,98,1,54,1,51312,0,8,22,40
11,71,0,67,1,153587,0,41,21,93
9,97,0,42,0,149024,1,4,15,89
1,81,0,68,0,69345,1,7,13,65
11,88,1,62,0,102454,0,29,6,55
10,35,0,47,0,101623,0,33,13,47
9,34,0,84,0,137244,0,66,8,58
11,97,1,71,1,65209,1,4,10,53
13,50,1,56,1,79456,0,31,13,47
10,98,0,73,0,129624,0,57,17,58
3,75,0,84,1,197105,0,21,18,72
13,45,0,92,1,185075,0,34,16,79
6,57,1,95,1,78904,0,36,23,44
9,83,1,53,0,139562,1,85,18,47
5,56,1,88,1,69933,0,54,21,98
4,79,0,93,0,144030,1,56,8,69
8,88,1,58,0,185598,1,20,11,89
8,81,1,54,1,57284,1,97,19,63
13,63,0,92,0,70322,0,17,7,67
6,77,0,63,0,124282,0,15,16,44
8,82,0,58,0,88179,0,24,19,95
3,58,1,61,0,170268,0,29,9,72
13,35,0,93,1,125068,1,46,21,64
8,81,1,54,1,98868,0,78,21,82
12,70,0,56,1,182423,1,28,7,95
2,53,1,80,1,104782,1,59,15,90
13,35,0,80,0,160474,1,10,20,88
3,92,1,41,0,79691,0,90,11,66
1,67,0,54,1,113198,1,14,6,75
8,86,0,67,0,125143,0,1,20,65
11,42,0,90,0,154449,1,54,21,92
8,94,0,47,0,181643,1,28,16,83
10,41,1,81,1,169817,1,40,14,49
10,54,1,84,1,107787,0,37,20,93
4,55,1,94,1,99471,0,1,14,74
5,78,1,71,1,146997,1,90,8,78
8,96,0,41,1,169806,1,98,15,40
8,80,1,74,0,161231,0,30,8,85
11,42,0,77,0,118133,1,65,10,84
8,49,1,75,0,137044,0,98,6,88
13,67,0,88,1,141803,1,5,13,81
2,91,1,94,1,78640,1,79,12,88
1,83,0,44,0,123587,0,33,20,88
1,87,0,84,0,190550,1,12,13,49
2,33,1,62,1,93160,0,23,11,84
4,94,0,55,1,85796,1,64,22,43
7,66,0,51,1,189061,1,20,7,96
13,35,1,73,1,99468,0,12,6,59
4,83,1,78,0,79103,1,97,8,87
4,31,0,87,1,54100,1,46,6,98
12,58,1,91,0,143300,1,0,6,58
1,99,0,63,1,89002,1,23,21,84
13,47,0,65,1,113191,1,80,21,52
1,48,1,70,1,191923,1,28,14,87
13,82,0,49,0,105947,0,36,12,82
9,98,1,92,1,113537,0,70,5,69
4,34,1,63,0,163548,0,13,23,57
12,63,0,90,0,81211,0,32,16,54
1,43,0,78,0,100899,0,82,17,70
13,43,0,90,1,80398,1,56,5,64
4,37,1,49,0,130336,0,26,9,40
10,65,0,48,0,186863,1,47,9,65
4,78,0,75,1,75802,0,46,12,84
5,54,1,44,1,86302,0,84,11,47
4,65,0,96,0,123377,1,16,23,42
3,63,1,64,1,165950,0,95,18,69
1,85,0,91,1,175713,0,76,12,60
3,63,0,90,1,79397,1,17,8,99
7,70,1,61,0,135257,0,65,7,85
9,73,0,93,1,99065,1,60,22,89
6,49,0,69,1,181655,1,98,19,95
6,56,0,70,1,69559,1,91,21,53
12,89,1,67,0,196351,0,97,15,74
8,64,1,98,0,182263,1,87,21,52
6,31,1,55,1,191157,0,8,23,48
13,31,1,43,0,114956,0,82,17,79
13,92,1,71,0,56993,0,26,16,99
10,34,0,50,1,68544,0,96,11,66
3,93,0,89,0,198778,1,9,19,71
3,60,1,89,1,114726,0,71,5,52
13,78,0,45,1,190708,0,93,8,86
9,35,0,83,0,59795,1,66,20,81
4,44,0,44,0,125725,0,86,7,62
10,61,1,75,1,162812,1,57,18,88
8,79,1,93,0,183808,1,34,17,88
3,95,1,64,1,129788,1,81,21,86
13,84,1,86,0,186324,0,28,20,97
5,77,1,48,0,52302,0,70,12,93
7,78,0,70,0,90147,1,5,9,93
9,46,0,68,0,62147,1,92,12,55
6,57,0,67,0,76072,1,92,13,57
4,35,1,87,1,95768,0,67,21,51
7,99,0,66,0,145089,1,85,11,54
7,70,0,62,1,81401,0,14,9,56
11,89,1,71,1,84207,1,51,17,78
5,86,0,84,1,100945,0,56,12,53
5,82,1,52,0,66224,1,98,14,88
4,44,1,43,1,89699,1,46,23,61
10,38,0,97,1,162449,0,5,10,48
8,36,0,52,1,99214,0,77,8,57
9,84,0,51,1,94209,0,65,16,48
8,38,0,83,0,183669,0,46,21,54
1,60,0,89,0,112382,0,60,17,79
8,31,0,70,0,120116,0,90,17,97
3,76,0,98,1,89156,1,40,9,98
1,35,1,97,0,93110,1,68,22,78
11,69,1,58,0,174414,1,18,8,56
9,54,1,64,0,156389,0,34,12,98
12,94,0,43,1,123386,1,88,6,90
8,48,0,41,0,69227,0,17,18,62
4,66,0,46,1,165752,1,22,18,66
3,62,1,99,0,65818,0,15,17,92
10,48,1,48,0,127285,0,72,8,68
7,99,0,44,0,179396,0,16,21,50
9,44,1,51,1,171470,0,59,15,58
11,56,0,50,1,155879,0,83,17,62
12,68,0,73,1,197320,1,71,18,96
1,40,1,91,1,199144,1,85,22,40
2,74,1,44,1,57602,0,98,7,63
8,98,1,55,1,75471,1,60,12,93
1,79,0,72,0,195756,1,63,14,88
13,37,0,98,1,75298,1,72,20,53
5,42,1,84,0,59449,1,94,7,41
9,41,1,99,1,146876,0,41,21,55
6,93,1,92,0,110088,0,75,16,60
4,66,1,48,1,53572,1,56,15,76
12,57,0,54,0,184313,1,52,11,95
7,65,1,87,1,174656,1,82,6,66
9,45,0,54,0,184103,0,86,18,47
8,96,1,73,1,167387,0,81,7,90
4,74,1,89,0,133512,0,72,12,51
10,64,1,64,1,123314,0,87,10,74
5,58,0,76,0,55134,1,65,19,78
1,99,1,54,0,116466,1,54,18,88
5,42,0,92,0,172158,0,40,22,64
5,42,1,62,1,51651,1,51,14,85
12,56,0,49,0,131892,0,63,6,48
11,96,1,52,1,172455,1,4,6,88
